,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
256,0,0,202,12,89,112,89,112,2,0,0,0,1,0,,0,3,0,0,0,0,12,12,10,256
257,5,2,51,12,1,4,1,4,10,0,0,0,3,4,1.0,0,4,1,2,0,0,12,12,10,257
258,0,0,175,12,90,111,90,111,5,0,0,0,9,13,1.0,0,0,2,1,0,0,12,12,10,258
259,0,0,15,12,89,112,89,112,5,0,0,0,46,0,,0,3,0,0,0,0,12,12,10,259
260,0,0,203,12,91,15,91,15,6,0,0,0,20,18,1.0,0,1,0,1,0,0,12,12,10,260
261,0,0,204,12,92,113,92,113,0,2,0,0,40,14,0.0,0,4,2,2,0,0,12,12,10,261
262,12,1,205,12,1,4,1,4,3,2,0,0,2,4,1.0,0,4,1,2,0,0,12,12,10,262
263,0,0,163,12,55,78,55,78,3,2,0,0,51,9,,0,3,0,0,0,0,12,12,10,263
264,0,0,183,12,89,15,89,15,2,2,0,0,42,12,0.0,0,2,0,0,0,0,12,12,10,264
265,2,2,206,12,1,4,1,4,10,2,0,0,27,4,1.0,0,4,1,2,0,0,12,12,10,265
266,8,0,207,12,93,37,93,37,5,2,0,0,7,5,,0,1,0,1,0,0,12,12,10,266
267,0,0,208,12,94,114,94,114,8,2,0,0,57,23,0.0,1,0,4,3,0,0,12,12,10,267
268,0,0,209,12,3,103,3,103,9,2,0,0,31,9,1.0,0,4,0,0,0,0,12,12,10,268
269,0,0,210,12,87,115,87,115,7,3,0,0,33,8,1.0,1,3,3,3,0,0,12,12,10,269
270,3,0,211,12,95,24,95,24,3,3,0,0,16,5,0.0,0,0,0,1,0,0,12,12,10,270
271,8,0,212,12,63,103,63,103,3,3,0,0,8,10,1.0,0,4,2,1,0,0,12,12,10,271
272,0,0,101,12,96,48,96,48,1,3,0,0,24,3,1.0,0,2,0,0,0,0,12,12,10,272
273,3,0,102,12,16,43,16,43,10,3,0,0,42,0,1.0,0,2,0,0,0,0,12,12,10,273
274,3,0,213,13,10,4,10,4,0,0,0,0,46,13,0.0,0,4,2,1,0,0,13,13,3,274
275,4,2,214,13,1,4,1,4,1,0,0,0,48,4,1.0,0,4,1,2,0,0,13,13,3,275
276,0,0,215,13,97,24,97,24,2,0,0,0,39,1,0.0,0,0,0,1,0,0,13,13,3,276
277,0,0,157,13,98,116,98,116,10,0,0,0,12,15,1.0,1,2,3,3,0,0,13,13,3,277
278,11,1,216,13,1,4,1,4,10,0,0,0,39,4,,0,4,1,2,0,0,13,13,3,278
279,0,0,4,13,57,86,57,86,1,1,0,0,51,2,1.0,0,3,0,0,0,0,13,13,3,279
280,3,0,217,13,36,117,36,117,2,1,0,0,58,14,1.0,0,4,2,2,0,0,13,13,3,280
281,0,0,218,13,57,80,57,80,8,1,0,0,33,9,,0,3,0,0,0,0,13,13,3,281
282,4,2,70,13,1,4,1,4,8,1,0,0,19,4,1.0,0,4,1,2,0,0,13,13,3,282
283,2,2,219,13,1,4,1,4,6,1,0,0,47,4,1.0,0,4,1,2,0,0,13,13,3,283
284,0,0,90,13,99,118,99,118,9,1,0,0,8,8,1.0,1,3,3,3,0,0,13,13,3,284
285,0,0,19,13,81,110,81,110,7,2,0,0,42,0,0.0,0,2,0,0,0,0,13,13,3,285
286,0,0,220,13,100,77,100,77,1,2,0,0,25,20,0.0,1,3,3,3,0,0,13,13,3,286
287,8,0,10,13,69,69,69,69,11,2,0,0,40,10,1.0,0,1,2,1,0,0,13,13,3,287
288,0,0,208,13,101,95,101,95,5,2,0,0,57,8,0.0,1,3,3,3,0,0,13,13,3,288
289,13,2,221,13,42,119,42,119,8,2,0,0,41,11,1.0,0,4,2,2,0,0,13,13,3,289
290,4,2,222,13,1,4,1,4,9,2,0,0,45,4,0.0,0,4,1,2,0,0,13,13,3,290
291,0,0,99,13,68,120,68,120,7,3,0,0,56,12,1.0,0,0,0,0,0,0,13,13,3,291
292,0,0,223,13,28,46,28,46,0,3,0,0,47,7,,0,4,2,1,0,0,13,13,3,292
293,0,0,224,14,23,121,23,121,3,0,0,0,57,22,1.0,1,0,4,3,0,0,14,14,11,293
294,0,0,83,14,102,122,102,122,10,0,0,0,10,15,1.0,1,3,3,3,0,0,14,14,11,294
295,0,0,225,14,55,1,55,1,5,0,0,0,24,12,1.0,0,2,0,0,0,0,14,14,11,295
296,0,0,106,14,10,3,10,3,7,1,0,0,19,9,0.0,0,3,0,0,0,0,14,14,11,296
297,0,0,178,14,55,123,55,123,4,1,0,0,35,9,0.0,0,3,0,0,0,0,14,14,11,297
298,3,0,226,14,64,7,64,7,4,1,0,0,23,7,,0,1,2,1,0,0,14,14,11,298
299,8,0,227,14,64,124,64,124,2,1,0,0,23,1,,0,1,0,1,0,0,14,14,11,299
300,3,0,228,14,56,125,56,125,10,1,0,0,22,27,,0,1,0,1,0,0,14,14,11,300
301,0,0,229,14,92,126,92,126,5,1,0,0,22,0,0.0,0,0,0,0,0,0,14,14,11,301
302,4,2,230,14,1,4,1,4,8,1,0,0,45,4,1.0,0,4,1,2,0,0,14,14,11,302
303,7,1,22,14,1,4,1,4,4,2,0,0,1,4,1.0,0,4,1,2,0,0,14,14,11,303
304,0,0,112,14,83,104,83,104,1,2,0,0,1,21,0.0,1,3,3,3,0,0,14,14,11,304
305,0,0,146,14,36,8,36,8,2,2,0,0,3,14,0.0,0,4,2,2,0,0,14,14,11,305
306,0,0,221,14,49,27,49,27,2,2,0,0,14,24,0.0,0,4,2,2,0,0,14,14,11,306
307,0,0,231,14,103,10,103,10,11,2,0,0,27,1,0.0,0,0,0,1,0,0,14,14,11,307
308,4,2,232,14,1,4,1,4,11,2,0,0,55,4,1.0,0,4,1,2,0,0,14,14,11,308
309,0,0,233,14,84,105,84,105,5,2,0,0,51,0,0.0,0,3,0,0,0,0,14,14,11,309
310,0,0,136,14,1,9,1,9,8,2,0,0,21,10,0.0,0,1,0,1,0,0,14,14,11,310
311,3,0,223,14,2,55,2,55,8,2,0,0,4,0,1.0,0,2,0,0,0,0,14,14,11,311
312,14,1,234,14,1,4,1,4,6,2,0,0,41,4,0.0,0,4,1,2,0,0,14,14,11,312
313,0,0,46,14,104,76,104,76,9,2,0,0,10,29,0.0,1,5,3,4,0,0,14,14,11,313
314,0,0,235,14,2,11,2,11,0,3,0,0,5,1,0.0,0,4,2,1,0,0,14,14,11,314
315,0,0,27,14,105,127,105,127,0,3,0,0,34,20,1.0,1,2,3,3,0,0,14,14,11,315
316,0,0,236,14,106,14,106,14,3,3,0,0,50,22,,1,2,3,3,0,0,14,14,11,316
317,0,0,50,15,33,128,33,128,0,0,0,0,30,18,1.0,0,1,0,1,0,0,15,15,12,317
318,0,0,237,15,27,129,27,129,4,0,0,0,38,7,0.0,0,1,0,1,0,0,15,15,12,318
319,0,0,238,15,28,2,28,2,1,0,0,0,36,1,0.0,0,1,0,1,0,0,15,15,12,319
320,3,0,239,15,26,54,26,54,9,0,0,0,14,30,1.0,0,4,1,2,0,0,15,15,12,320
321,0,0,104,15,83,130,83,130,9,0,0,0,42,8,0.0,1,4,3,3,0,0,15,15,12,321
322,0,0,86,15,107,131,107,131,9,0,0,0,10,31,0.0,1,5,5,4,0,0,15,15,12,322
323,2,2,240,15,62,54,62,54,7,1,0,0,14,30,0.0,0,4,1,2,0,0,15,15,12,323
324,0,0,241,15,26,132,26,132,3,1,0,0,10,30,0.0,0,4,1,2,0,0,15,15,12,324
325,0,0,130,15,26,132,26,132,6,1,0,0,45,30,0.0,0,4,1,2,0,0,15,15,12,325
326,0,0,131,15,29,0,29,0,9,1,0,0,54,22,,1,3,3,3,0,0,15,15,12,326
327,0,0,7,15,26,74,26,74,0,2,0,0,30,18,,0,0,0,1,0,0,15,15,12,327
328,7,1,242,15,1,4,1,4,3,2,0,0,38,4,1.0,0,4,1,2,0,0,15,15,12,328
329,0,0,243,15,108,0,108,0,3,2,0,0,34,15,0.0,1,3,3,3,0,0,15,15,12,329
330,7,1,9,15,1,4,1,4,1,2,0,0,37,4,1.0,0,4,1,2,0,0,15,15,12,330
331,0,0,244,15,81,133,81,133,5,2,0,0,2,0,1.0,0,3,0,0,0,0,15,15,12,331
332,4,2,232,15,1,4,1,4,6,2,0,0,54,4,1.0,0,4,1,2,0,0,15,15,12,332
333,0,0,139,16,109,125,109,125,3,0,0,0,52,15,0.0,1,2,3,3,0,0,16,16,5,333
334,2,2,245,16,1,4,1,4,4,0,0,0,48,4,,0,4,1,2,0,0,16,16,5,334
335,0,0,246,16,110,134,110,134,1,0,0,0,54,0,1.0,0,0,0,0,0,0,16,16,5,335
336,0,0,156,16,5,130,5,130,2,0,0,0,58,11,0.0,0,4,2,2,0,0,16,16,5,336
337,0,0,247,16,111,125,111,125,10,0,0,0,24,0,1.0,0,2,0,0,0,0,16,16,5,337
338,0,0,248,16,5,135,5,135,11,0,0,0,16,17,0.0,0,1,2,1,0,0,16,16,5,338
339,1,1,249,16,1,4,1,4,11,0,0,0,20,4,1.0,0,4,1,2,0,0,16,16,5,339
340,0,0,15,16,16,136,16,136,8,0,0,0,28,5,0.0,0,4,0,1,0,0,16,16,5,340
341,0,0,250,16,56,122,56,122,8,0,0,0,10,18,0.0,0,0,0,1,0,0,16,16,5,341
342,4,2,158,16,1,4,1,4,9,0,0,0,56,4,0.0,0,4,1,2,0,0,16,16,5,342
343,0,0,251,16,112,70,112,70,11,1,0,0,35,9,0.0,0,1,0,0,0,0,16,16,5,343
344,3,0,252,16,28,45,28,45,11,1,0,0,48,16,1.0,0,3,0,0,0,0,16,16,5,344
345,3,0,253,16,56,18,56,18,5,1,0,0,48,11,,0,4,2,2,0,0,16,16,5,345
346,0,0,254,16,86,137,86,137,7,2,0,0,58,1,1.0,0,4,0,1,0,0,16,16,5,346
347,0,0,242,16,110,138,110,138,0,2,0,0,41,14,,0,4,2,2,0,0,16,16,5,347
348,0,0,255,16,101,139,101,139,3,2,0,0,36,16,0.0,0,4,0,0,0,0,16,16,5,348
349,0,0,166,16,38,100,38,100,2,2,0,0,0,21,0.0,1,2,3,3,0,0,16,16,5,349
350,4,2,44,16,1,4,1,4,10,2,0,0,30,4,1.0,0,4,1,2,0,0,16,16,5,350
351,0,0,256,16,32,135,32,135,11,2,0,0,44,1,1.0,0,1,2,1,0,0,16,16,5,351
352,0,0,23,16,65,12,65,12,5,2,0,0,19,24,0.0,0,4,2,2,0,0,16,16,5,352
353,0,0,99,16,89,140,89,140,9,2,0,0,38,2,1.0,0,3,0,0,0,0,16,16,5,353
354,0,0,257,16,47,125,47,125,9,2,0,0,10,20,1.0,1,2,3,3,0,0,16,16,5,354
355,0,0,258,16,101,141,101,141,7,3,0,0,57,25,0.0,0,3,0,0,0,0,16,16,5,355
356,7,1,259,16,1,4,1,4,7,3,0,0,10,4,1.0,0,4,1,2,0,0,16,16,5,356
357,0,0,260,16,110,21,110,21,3,3,0,0,57,17,1.0,0,1,2,1,0,0,16,16,5,357
358,0,0,261,16,95,133,95,133,3,3,0,0,56,17,1.0,0,0,2,1,0,0,16,16,5,358
359,0,0,137,16,109,142,109,142,1,3,0,0,52,20,1.0,1,3,3,3,0,0,16,16,5,359
360,0,0,235,16,92,130,92,130,2,3,0,0,43,11,0.0,0,4,2,2,0,0,16,16,5,360
361,7,1,76,16,1,4,1,4,2,3,0,0,33,4,1.0,0,4,1,2,0,0,16,16,5,361
362,0,0,118,16,113,136,113,136,11,3,0,0,10,12,0.0,0,4,0,0,0,0,16,16,5,362
363,0,0,262,16,54,143,54,143,9,3,0,0,53,12,1.0,0,2,0,0,0,0,16,16,5,363
364,0,0,11,17,114,18,114,18,7,0,0,0,51,0,,0,4,0,0,0,0,17,17,13,364
365,0,0,0,17,9,133,9,133,0,0,0,0,26,5,1.0,0,4,2,1,0,0,17,17,13,365
366,3,0,103,17,32,144,32,144,3,0,0,0,23,1,0.0,0,0,0,1,0,0,17,17,13,366
367,3,0,62,17,66,61,66,61,4,0,0,0,52,10,1.0,0,4,2,1,0,0,17,17,13,367
368,0,0,201,17,91,100,91,100,2,0,0,0,18,5,0.0,0,1,0,1,0,0,17,17,13,368
369,0,0,65,17,115,59,115,59,10,0,0,0,26,15,1.0,1,3,3,3,0,0,17,17,13,369
370,0,0,263,17,62,59,62,59,6,0,0,0,17,13,1.0,0,0,0,1,0,0,17,17,13,370
371,0,0,106,17,66,84,66,84,4,1,0,0,21,17,0.0,0,4,2,1,0,0,17,17,13,371
372,0,0,264,17,56,18,56,18,4,1,0,0,40,11,0.0,0,4,2,2,0,0,17,17,13,372
373,0,0,141,17,91,73,91,73,4,1,0,0,14,23,0.0,1,0,4,3,0,0,17,17,13,373
374,0,0,265,17,101,84,101,84,10,1,0,0,51,16,0.0,0,4,0,0,0,0,17,17,13,374
375,0,0,55,17,9,97,9,97,6,1,0,0,43,3,1.0,0,1,0,0,0,0,17,17,13,375
376,1,1,266,17,1,4,1,4,6,1,0,0,36,4,0.0,0,4,1,2,0,0,17,17,13,376
377,0,0,267,17,63,84,63,84,9,1,0,0,46,17,1.0,0,4,2,1,0,0,17,17,13,377
378,0,0,268,17,54,136,54,136,9,1,0,0,10,2,0.0,0,4,0,0,0,0,17,17,13,378
379,7,1,269,17,1,4,1,4,0,2,0,0,5,4,1.0,0,4,1,2,0,0,17,17,13,379
380,0,0,255,17,116,75,116,75,2,2,0,0,39,32,0.0,1,2,3,3,0,0,17,17,13,380
381,0,0,270,17,117,1,117,1,10,2,0,0,7,2,1.0,0,1,0,0,0,0,17,17,13,381
382,0,0,166,17,20,145,20,145,11,2,0,0,6,12,1.0,0,2,0,0,0,0,17,17,13,382
383,0,0,145,17,5,100,5,100,5,2,0,0,46,1,0.0,0,1,0,1,0,0,17,17,13,383
384,3,0,207,17,5,141,5,141,5,2,0,0,55,17,1.0,0,0,2,1,0,0,17,17,13,384
385,0,0,271,17,62,3,62,3,9,2,0,0,39,18,0.0,0,0,0,1,0,0,17,17,13,385
386,9,3,231,17,1,4,1,4,9,2,0,0,10,4,1.0,0,4,1,2,0,0,17,17,13,386
387,4,2,272,17,1,4,1,4,4,3,0,0,58,4,1.0,0,4,1,2,0,0,17,17,13,387
388,3,0,273,17,10,124,10,124,1,3,0,0,59,1,1.0,0,1,0,1,0,0,17,17,13,388
389,4,2,274,17,1,4,1,4,11,3,0,0,13,4,,0,4,1,2,0,0,17,17,13,389
390,4,2,275,17,1,4,1,4,6,3,0,0,48,4,,0,4,1,2,0,0,17,17,13,390
391,3,0,276,17,68,90,68,90,9,3,0,0,44,14,,0,4,2,2,0,0,17,17,13,391
392,7,1,78,18,1,4,1,4,3,0,0,0,21,4,1.0,0,4,1,2,0,0,18,18,14,392
393,3,0,246,18,111,7,111,7,1,0,0,0,0,9,1.0,0,2,0,0,0,0,18,18,14,393
394,3,0,238,18,32,146,32,146,2,0,0,0,14,1,1.0,0,0,0,1,0,0,18,18,14,394
395,0,0,277,18,10,3,10,3,5,0,0,0,28,9,0.0,0,3,0,0,0,0,18,18,14,395
396,0,0,278,18,38,142,38,142,6,0,0,0,0,20,,1,3,3,3,0,0,18,18,14,396
397,0,0,279,18,118,44,118,44,9,0,0,0,10,33,0.0,1,3,3,3,0,0,18,18,14,397
398,0,0,280,18,119,139,119,139,7,1,0,0,31,12,0.0,0,4,0,0,0,0,18,18,14,398
399,0,0,281,18,86,147,86,147,0,1,0,0,44,1,0.0,0,4,0,1,0,0,18,18,14,399
400,4,2,282,18,94,136,94,136,3,1,0,0,26,6,1.0,0,4,1,2,0,0,18,18,14,400
401,0,0,283,18,63,122,63,122,4,1,0,0,34,1,1.0,0,0,0,1,0,0,18,18,14,401
402,0,0,284,18,9,145,9,145,10,1,0,0,14,1,0.0,0,1,0,1,0,0,18,18,14,402
403,4,2,87,18,1,4,1,4,10,1,0,0,50,4,1.0,0,4,1,2,0,0,18,18,14,403
404,0,0,69,18,47,137,47,137,5,1,0,0,35,8,0.0,1,4,3,3,0,0,18,18,14,404
405,0,0,219,18,69,148,69,148,8,1,0,0,52,17,0.0,0,4,2,1,0,0,18,18,14,405
406,0,0,205,18,120,149,120,149,9,1,0,0,10,3,0.0,0,1,0,0,0,0,18,18,14,406
407,0,0,255,18,86,122,86,122,3,2,0,0,0,16,0.0,0,3,0,0,0,0,18,18,14,407
408,2,2,285,18,1,4,1,4,3,2,0,0,31,4,0.0,0,4,1,2,0,0,18,18,14,408
409,0,0,286,18,55,129,55,129,2,2,0,0,8,0,1.0,0,2,0,0,0,0,18,18,14,409
410,3,0,96,18,112,122,112,122,11,2,0,0,18,7,1.0,0,0,0,1,0,0,18,18,14,410
411,0,0,287,18,112,100,112,100,11,2,0,0,13,5,1.0,0,1,0,1,0,0,18,18,14,411
412,0,0,100,18,65,73,65,73,7,3,0,0,26,22,1.0,1,0,4,3,0,0,18,18,14,412
413,0,0,288,18,54,57,54,57,0,3,0,0,29,2,0.0,0,4,0,0,0,0,18,18,14,413
414,0,0,289,18,112,30,112,30,2,3,0,0,58,9,0.0,0,1,0,0,0,0,18,18,14,414
415,2,2,76,18,1,4,1,4,2,3,0,0,20,4,1.0,0,4,1,2,0,0,18,18,14,415
416,0,0,290,18,13,61,13,61,10,3,0,0,37,16,1.0,0,4,0,0,0,0,18,18,14,416
417,0,0,236,18,114,95,114,95,11,3,0,0,13,23,,0,3,0,0,0,0,18,18,14,417
418,7,1,291,18,1,4,1,4,6,3,0,0,42,4,1.0,0,4,1,2,0,0,18,18,14,418
419,3,0,152,18,92,133,92,133,9,3,0,0,33,34,1.0,0,4,2,2,0,0,18,18,14,419
420,0,0,11,19,28,32,28,32,7,0,0,0,44,0,1.0,0,3,0,0,0,0,19,19,9,420
421,0,0,0,19,54,123,54,123,0,0,0,0,45,0,0.0,0,3,0,0,0,0,19,19,9,421
422,9,3,80,19,1,4,1,4,1,0,0,0,0,4,0.0,0,4,1,2,0,0,19,19,9,422
423,0,0,66,19,121,34,121,34,11,0,0,0,38,2,1.0,0,4,0,0,0,0,19,19,9,423
424,0,0,277,19,122,81,122,81,5,0,0,0,33,2,0.0,0,1,0,0,0,0,19,19,9,424
425,0,0,192,19,41,6,41,6,5,0,0,0,36,24,0.0,0,4,2,2,0,0,19,19,9,425
426,0,0,292,19,1,118,1,118,8,0,0,0,34,5,1.0,0,0,0,1,0,0,19,19,9,426
427,0,0,293,19,1,150,1,150,9,0,0,0,10,5,,0,1,0,1,0,0,19,19,9,427
428,0,0,294,19,95,88,95,88,0,1,0,0,6,34,0.0,0,4,2,2,0,0,19,19,9,428
429,2,2,280,19,1,4,1,4,3,1,0,0,10,4,1.0,0,4,1,2,0,0,19,19,9,429
430,8,0,196,19,11,151,11,151,1,1,0,0,21,0,1.0,0,0,0,0,0,0,19,19,9,430
431,0,0,295,19,1,45,1,45,2,1,0,0,37,1,0.0,0,0,0,1,0,0,19,19,9,431
432,4,2,296,19,1,4,1,4,6,1,0,0,48,4,0.0,0,4,1,2,0,0,19,19,9,432
433,8,0,69,19,31,106,31,106,9,1,0,0,28,17,,0,1,2,1,0,0,19,19,9,433
434,2,2,227,19,42,152,42,152,9,1,0,0,56,6,0.0,0,4,1,2,0,0,19,19,9,434
435,5,2,89,19,1,4,1,4,7,2,0,0,35,4,1.0,0,4,1,2,0,0,19,19,9,435
436,0,0,130,19,37,44,37,44,0,2,0,0,30,23,1.0,1,0,4,3,0,0,19,19,9,436
437,0,0,18,19,42,153,42,153,4,2,0,0,54,24,0.0,0,4,2,2,0,0,19,19,9,437
438,2,2,297,19,1,4,1,4,4,2,0,0,46,4,,0,4,1,2,0,0,19,19,9,438
439,0,0,242,19,39,154,39,154,2,2,0,0,38,22,,1,3,3,3,0,0,19,19,9,439
440,0,0,22,19,123,154,123,154,5,2,0,0,59,2,1.0,0,3,0,0,0,0,19,19,9,440
441,0,0,208,19,121,106,121,106,8,2,0,0,52,9,0.0,0,2,0,0,0,0,19,19,9,441
442,0,0,186,19,37,155,37,155,9,2,0,0,17,23,1.0,1,1,6,3,0,0,19,19,9,442
443,3,0,298,19,69,6,69,6,1,3,0,0,58,14,1.0,0,4,2,2,0,0,19,19,9,443
444,0,0,299,19,11,155,11,155,10,3,0,0,32,23,0.0,1,1,6,3,0,0,19,19,9,444
445,0,0,102,19,122,156,122,156,5,3,0,0,57,3,0.0,1,1,6,3,0,0,19,19,9,445
446,0,0,300,19,69,90,69,90,8,3,0,0,11,27,1.0,0,1,2,1,0,0,19,19,9,446
447,0,0,47,19,50,106,50,106,6,3,0,0,6,2,0.0,0,2,0,0,0,0,19,19,9,447
448,0,0,301,19,11,36,11,36,9,3,0,0,1,0,0.0,0,1,0,0,0,0,19,19,9,448
449,0,0,275,19,53,51,53,51,9,3,0,0,10,8,0.0,1,4,3,3,0,0,19,19,9,449
450,0,0,302,19,37,150,37,150,8,4,0,0,26,5,1.0,0,1,0,1,0,0,19,19,9,450
451,7,1,303,19,1,4,1,4,8,4,0,0,36,4,1.0,0,4,1,2,0,0,19,19,9,451
452,0,0,304,19,1,157,1,157,6,4,0,0,51,1,1.0,0,1,0,1,0,0,19,19,9,452
453,0,0,305,19,68,76,68,76,9,4,0,0,52,27,1.0,0,0,0,1,0,0,19,19,9,453
454,0,0,306,19,124,66,124,66,9,4,0,0,10,35,0.0,1,4,3,3,0,0,19,19,9,454
455,0,0,77,20,32,125,32,125,7,0,0,0,49,1,,0,1,0,1,0,0,20,20,12,455
456,0,0,307,20,56,138,56,138,4,0,0,0,0,34,1.0,0,4,2,2,0,0,20,20,12,456
457,0,0,64,20,78,134,78,134,1,0,0,0,4,16,0.0,0,0,0,0,0,0,20,20,12,457
458,0,0,65,20,23,133,23,133,2,0,0,0,42,34,,0,4,2,2,0,0,20,20,12,458
459,0,0,308,20,3,84,3,84,5,0,0,0,6,9,0.0,0,4,0,0,0,0,20,20,12,459
460,0,0,250,20,3,141,3,141,6,0,0,0,53,16,1.0,0,3,0,0,0,0,20,20,12,460
461,0,0,176,20,110,130,110,130,9,0,0,0,23,17,1.0,0,1,2,1,0,0,20,20,12,461
462,0,0,309,20,73,126,73,126,7,1,0,0,42,0,0.0,0,0,0,0,0,0,20,20,12,462
463,7,1,141,20,1,4,1,4,3,1,0,0,17,4,1.0,0,4,1,2,0,0,20,20,12,463
464,2,2,36,20,1,4,1,4,5,1,0,0,10,4,1.0,0,4,1,2,0,0,20,20,12,464
465,0,0,253,20,28,45,28,45,8,1,0,0,24,16,0.0,0,3,0,0,0,0,20,20,12,465
466,4,2,56,20,1,4,1,4,8,1,0,0,37,4,1.0,0,4,1,2,0,0,20,20,12,466
467,0,0,269,20,13,133,13,133,7,2,0,0,52,12,0.0,0,4,0,0,0,0,20,20,12,467
468,0,0,310,20,62,147,62,147,7,2,0,0,37,24,0.0,0,4,2,2,0,0,20,20,12,468
469,0,0,205,20,73,134,73,134,0,2,0,0,18,9,0.0,0,0,0,0,0,0,20,20,12,469
470,0,0,311,20,32,123,32,123,4,2,0,0,5,2,1.0,0,3,0,0,0,0,20,20,12,470
471,0,0,312,20,87,142,87,142,1,2,0,0,58,12,,0,3,0,0,0,0,20,20,12,471
472,0,0,94,20,9,12,9,12,1,2,0,0,0,7,1.0,0,4,2,1,0,0,20,20,12,472
473,0,0,9,20,16,122,16,122,2,2,0,0,13,0,0.0,0,3,0,0,0,0,20,20,12,473
474,0,0,313,20,113,3,113,3,10,2,0,0,28,8,0.0,1,3,3,3,0,0,20,20,12,474
475,0,0,95,20,92,21,92,21,5,2,0,0,32,34,0.0,0,4,2,2,0,0,20,20,12,475
476,0,0,223,20,13,49,13,49,7,3,0,0,22,12,0.0,0,2,0,0,0,0,20,20,12,476
477,0,0,212,20,0,57,0,57,7,3,0,0,56,14,0.0,0,4,2,2,0,0,20,20,12,477
478,0,0,119,20,42,5,42,5,8,3,0,0,11,5,0.0,0,1,0,1,0,0,20,20,12,478
479,0,0,262,20,11,2,11,2,6,3,0,0,49,27,,0,1,0,1,0,0,20,20,12,479
480,0,0,30,21,114,122,114,122,0,0,0,0,57,25,1.0,0,3,0,0,0,0,21,21,15,480
481,0,0,103,21,54,158,54,158,3,0,0,0,31,12,0.0,0,2,0,0,0,0,21,21,15,481
482,7,1,314,21,1,4,1,4,3,0,0,0,13,4,1.0,0,4,1,2,0,0,21,21,15,482
483,0,0,31,21,38,124,38,124,4,0,0,0,5,20,1.0,1,2,3,3,0,0,21,21,15,483
484,0,0,62,21,34,52,34,52,1,0,0,0,30,9,1.0,0,3,0,0,0,0,21,21,15,484
485,0,0,79,21,65,70,65,70,2,0,0,0,14,9,0.0,0,1,0,0,0,0,21,21,15,485
486,2,2,16,21,1,4,1,4,6,0,0,0,42,4,1.0,0,4,1,2,0,0,21,21,15,486
487,0,0,315,21,124,30,124,30,9,0,0,0,10,36,0.0,1,2,3,3,0,0,21,21,15,487
488,3,0,316,21,9,140,9,140,0,1,0,0,33,5,1.0,0,4,2,1,0,0,21,21,15,488
489,7,1,37,21,1,4,1,4,5,1,0,0,17,4,1.0,0,4,1,2,0,0,21,21,15,489
490,0,0,317,21,14,95,14,95,6,1,0,0,4,20,,1,3,3,3,0,0,21,21,15,490
491,0,0,8,21,101,116,101,116,3,2,0,0,54,22,1.0,1,2,3,3,0,0,21,21,15,491
492,0,0,164,21,55,123,55,123,4,2,0,0,18,9,1.0,0,3,0,0,0,0,21,21,15,492
493,3,0,318,21,95,42,95,42,1,2,0,0,57,34,1.0,0,4,2,2,0,0,21,21,15,493
494,0,0,94,21,38,42,38,42,2,2,0,0,33,22,0.0,1,4,3,3,0,0,21,21,15,494
495,0,0,319,21,10,3,10,3,2,2,0,0,13,9,1.0,0,3,0,0,0,0,21,21,15,495
496,0,0,184,21,9,144,9,144,10,2,0,0,13,1,,0,0,0,1,0,0,21,21,15,496
497,5,2,320,21,1,4,1,4,5,2,0,0,24,4,0.0,0,4,1,2,0,0,21,21,15,497
498,0,0,187,21,32,133,32,133,9,2,0,0,5,5,0.0,0,4,2,1,0,0,21,21,15,498
499,0,0,209,21,78,97,78,97,9,2,0,0,55,12,0.0,0,1,0,0,0,0,21,21,15,499
500,0,0,321,21,69,57,69,57,0,3,0,0,27,14,0.0,0,4,2,2,0,0,21,21,15,500
501,0,0,0,22,95,12,95,12,0,0,0,0,16,34,0.0,0,4,2,2,0,0,22,22,16,501
502,4,2,224,22,1,4,1,4,0,0,0,0,17,4,0.0,0,4,1,2,0,0,22,22,16,502
503,2,2,173,22,1,4,1,4,0,0,0,0,42,4,0.0,0,4,1,2,0,0,22,22,16,503
504,2,2,322,22,1,4,1,4,3,0,0,0,12,4,1.0,0,4,1,2,0,0,22,22,16,504
505,0,0,63,22,94,141,94,141,3,0,0,0,23,14,0.0,0,4,2,2,0,0,22,22,16,505
506,2,2,323,22,1,4,1,4,10,0,0,0,48,4,0.0,0,4,1,2,0,0,22,22,16,506
507,12,1,192,22,1,4,1,4,11,0,0,0,39,4,0.0,0,4,1,2,0,0,22,22,16,507
508,0,0,293,22,47,137,47,137,8,0,0,0,28,8,,1,4,3,3,0,0,22,22,16,508
509,0,0,86,22,3,84,3,84,6,0,0,0,9,9,1.0,0,4,0,0,0,0,22,22,16,509
510,0,0,127,22,13,151,13,151,9,0,0,0,12,15,,1,3,3,3,0,0,22,22,16,510
511,7,1,87,22,1,4,1,4,2,1,0,0,39,4,1.0,0,4,1,2,0,0,22,22,16,511
512,0,0,88,22,5,159,5,159,10,1,0,0,29,16,0.0,0,1,0,0,0,0,22,22,16,512
513,2,2,227,22,1,4,1,4,11,1,0,0,23,4,1.0,0,4,1,2,0,0,22,22,16,513
